"Cód. Evidência","Evidência","Cód. Tecnologia","Tipo de Tecnologia","Cód. Ciclo","Ciclo"
67427,"1534550788-6 Posibilita pausas.pdf",2446,"Física",1,"Ciclo 1"
67432,"1534549866-6 Uso sinais sonoros.pdf",2446,"Física",1,"Ciclo 1"
67438,"1534545771-4 objetivo pedagógicos.pdf",2446,"Física",1,"Ciclo 1"
67439,"1534538486-numero alunos.pdf",2446,"Física",1,"Ciclo 1"
67441,"1534548266-6 Manter objetivos pedagogicos.pdf",2446,"Física",1,"Ciclo 1"
67442,"1534548296-6 usuarios cegos.pdf",2446,"Física",1,"Ciclo 1"
67443,"1534538492-numero alunos.pdf",2446,"Física",1,"Ciclo 1"
67447,"1534545476-6 Possibilita tempo.pdf",2446,"Física",1,"Ciclo 1"
67448,"1534545321-5 material complementar.pdf",2446,"Física",1,"Ciclo 1"
67449,"1534541048-4 arquitetura modular.pdf",2446,"Física",1,"Ciclo 1"
67450,"1534544483-Orbit ReaderManual - PORT 14FEV.pdf",2446,"Física",1,"Ciclo 1"
67455,"1534546274-6 nao tecnologia educacional.pdf",2446,"Física",1,"Ciclo 1"
67456,"1534548487-6 Auxiliar identificar erros.pdf",2446,"Física",1,"Ciclo 1"
67457,"1534548544-6 sem audiçao.pdf",2446,"Física",1,"Ciclo 1"
67459,"1534543941-5 Orientar reuso.pdf",2446,"Física",1,"Ciclo 1"
67461,"1534548830-6 APRESENTAR VERSÃO ALTERNATIVA.pdf",2446,"Física",1,"Ciclo 1"
67462,"1534538488-numero alunos.pdf",2446,"Física",1,"Ciclo 1"
67464,"1534541076-4 reusabilidade.pdf",2446,"Física",1,"Ciclo 1"
67465,"1534544272-5 Descrever orientações.pdf",2446,"Física",1,"Ciclo 1"
67467,"1534550455-6 Material escrito.pdf",2446,"Física",1,"Ciclo 1"
67468,"1534541776-4 confidencialidade.pdf",2446,"Física",1,"Ciclo 1"
67469,"1534543185-5 Indicar formas de visualizar.pdf",2446,"Física",1,"Ciclo 1"
67471,"1534538502-numero alunos.pdf",2446,"Física",1,"Ciclo 1"
67473,"1534543283-5 Descrever abordagens pedagogicas.pdf",2446,"Física",1,"Ciclo 1"
67477,"1534549327-6 Apresentar audio ou tatil.pdf",2446,"Física",1,"Ciclo 1"
67478,"1534541467-4 Descrever tecnlogia adaptada.pdf",2446,"Física",1,"Ciclo 1"
67479,"1534548969-6 usuarios cegos.pdf",2446,"Física",1,"Ciclo 1"
67480,"1534541529-4 Explicitar metodos pedagogicos.pdf",2446,"Física",1,"Ciclo 1"
67481,"1534543062-5 bncc.pdf",2446,"Física",1,"Ciclo 1"
67482,"1534540063-4 informar outras tecnologias.pdf",2446,"Física",1,"Ciclo 1"
67483,"1534542874-5 Apresentar padrão L.P.pdf",2446,"Física",1,"Ciclo 1"
67484,"1534539782-4 indicar testes.pdf",2446,"Física",1,"Ciclo 1"
67485,"1534549739-6 Uso sinais sonoros.pdf",2446,"Física",1,"Ciclo 1"
67486,"1534544254-5 Informações precisas.pdf",2446,"Física",1,"Ciclo 1"
67487,"1534549099-6 Apresentar conversão automatica.pdf",2446,"Física",1,"Ciclo 1"
67489,"1534539158-4 criterio minimo.pdf",2446,"Física",1,"Ciclo 1"
67490,"1534550415-6 Feedback.pdf",2446,"Física",1,"Ciclo 1"
67491,"1534542944-5 explicitar analise.pdf",2446,"Física",1,"Ciclo 1"
67492,"1534546007-6 Apresentar links.pdf",2446,"Física",1,"Ciclo 1"
67493,"1534541652-4 Descrever infraestrutura.pdf",2446,"Física",1,"Ciclo 1"
67494,"1534541425-4 Indicar solução problemas.pdf",2446,"Física",1,"Ciclo 1"
67496,"1534536500-3 impacto da tecnologia.pdf",2446,"Física",1,"Ciclo 1"
67497,"1534539598-4 objetivo educacional.pdf",2446,"Física",1,"Ciclo 1"
67498,"1534544001-4 Apresentar evidências.pdf",2446,"Física",1,"Ciclo 1"
67499,"1534543331-5 Explicitar funcionalidades.pdf",2446,"Física",1,"Ciclo 1"
67500,"1534543251-5 Descrever utilização Brasil.pdf",2446,"Física",1,"Ciclo 1"
67503,"1534536490-3 avaliacao de impacto.pdf",2446,"Física",1,"Ciclo 1"
67504,"1534541708-4 Detalhar substituição de tecnologia.pdf",2446,"Física",1,"Ciclo 1"
67505,"1534540420-4 potenciais problemas.pdf",2446,"Física",1,"Ciclo 1"
67506,"1534541192-4 permite visualizar.pdf",2446,"Física",1,"Ciclo 1"
67507,"1534540306-4 grau de disponibilidade.pdf",2446,"Física",1,"Ciclo 1"
67509,"1534549948-6 Informações portugues.pdf",2446,"Física",1,"Ciclo 1"
67510,"1534540118-4 detalhar adaptacao.pdf",2446,"Física",1,"Ciclo 1"
67513,"1534544907-6 criterio minimo.pdf",2446,"Física",1,"Ciclo 1"
67516,"1534544096-5 personalização.pdf",2446,"Física",1,"Ciclo 1"
67518,"1534550379-6 Apresentar linguagem.pdf",2446,"Física",1,"Ciclo 1"
67519,"1534542036-4 Apresentar evidências.pdf",2446,"Física",1,"Ciclo 1"
67548,"1534542721-5 evidencias gestao publica.pdf",2446,"Física",1,"Ciclo 1"
67594,"1534544846-5 Interação estudantes.pdf",2446,"Física",1,"Ciclo 1"
67596,"1534544823-5 Caracteristicas interdiciplinar.pdf",2446,"Física",1,"Ciclo 1"
67605,"1534544771-5 Caracteristicas interdiciplinar.pdf",2446,"Física",1,"Ciclo 1"
67606,"1534544786-5 Interação estudantes.pdf",2446,"Física",1,"Ciclo 1"
91929,"1542909540-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
91986,"1542908980-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
91987,"1542909022-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
91988,"1542909081-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
91989,"1542909121-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
91990,"1542909213-CARTILHA BIOLOGIA.pdf",3164,"Física",1,"Ciclo 1"
92112,"1542909260-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
92113,"1542909291-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
92114,"1542909354-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
92115,"1542909391-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
92116,"1542909428-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
92117,"1542909451-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3164,"Física",1,"Ciclo 1"
92149,"1543101830-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92206,"1543101910-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92207,"1543101964-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92208,"1543103543-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92209,"1543103574-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92210,"1543103631-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92332,"1543103668-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92333,"1543103692-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92334,"1543103741-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92335,"1543103770-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92336,"1543103798-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92337,"1543103828-RESPOSTA EVIDÊNCIAS LAB MOV - BRINGEL MEDICAL.pdf",3184,"Física",1,"Ciclo 1"
92554,"1533957621-bittencourt2009.pdf",3205,"Física",1,"Ciclo 1"
92610,"1533957655-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92611,"1533957659-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92612,"1533957663-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92613,"1533957669-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92614,"1533957672-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92679,"1533957641-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92711,"1533957676-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92712,"1533957680-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92713,"1533957684-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92714,"1533957687-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92715,"1533957692-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
92716,"1533957697-Comparação-12 meses.pdf",3205,"Física",1,"Ciclo 1"
47790,"1548792562-TROUBLESHOOT OBS GERAIS.pdf",1265,"Digital",61,"Ciclo 2"
47795,"1548760777-Manual de usuário - Passo a passo - Avaliação Coruja 2.pdf",1265,"Digital",61,"Ciclo 2"
47796,"1548794354-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47798,"1548691179-Versão do professor - Caderno de atividades 4o. ano LP.pdf",1265,"Digital",61,"Ciclo 2"
47800,"1548690559-Versão do professor - Caderno de atividades 4o. ano LP.pdf",1265,"Digital",61,"Ciclo 2"
47801,"1548792533-TROUBLESHOOT OBS GERAIS.pdf",1265,"Digital",61,"Ciclo 2"
47807,"1548761665-contato TI + acesso av demo.pdf",1265,"Digital",61,"Ciclo 2"
47808,"1548792112-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47809,"1548759261-Computadores em escolas públicas brasileiras - estudo.pdf",1265,"Digital",61,"Ciclo 2"
47810,"1548699084-Estudo estatístico - piloto Coruja Escola - rede estadual SP.pdf",1265,"Digital",61,"Ciclo 2"
47812,"1548702487-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47813,"1548337644-Estudo estatístico - piloto Coruja Escola - rede estadual SP.pdf",1265,"Digital",61,"Ciclo 2"
47819,"1548702000-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47820,"1548073885-Número de escolas e alunos avaliados - MEC.pdf",1265,"Digital",61,"Ciclo 2"
47821,"1548754338-USABILIDADE com links e imagem.pdf",1265,"Digital",61,"Ciclo 2"
47822,"1548760531-Coruja Escola - Modelos relatórios comparativos.pdf",1265,"Digital",61,"Ciclo 2"
47825,"1548760380-Estudo piloto Coruja escolas estaduais SP.pdf",1265,"Digital",61,"Ciclo 2"
47827,"1548676506-USABILIDADE com links e imagem.pdf",1265,"Digital",61,"Ciclo 2"
47828,"1548794459-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47829,"1548073901-Número de escolas e alunos avaliados - MEC.pdf",1265,"Digital",61,"Ciclo 2"
47831,"1548791917-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47833,"1548700954-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47834,"1548761288-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47836,"1548755203-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47838,"1548794524-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47840,"1548757256-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47841,"1548791221-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47844,"1548792735-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47848,"1548702037-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47850,"1548691559-Número de escolas e alunos avaliados - MEC.pdf",1265,"Digital",61,"Ciclo 2"
47851,"1548760900-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47854,"1548073917-Número de escolas e alunos avaliados - MEC.pdf",1265,"Digital",61,"Ciclo 2"
47856,"1548683914-rev ortog.pdf",1265,"Digital",61,"Ciclo 2"
47858,"1548337600-Estudo estatístico - piloto Coruja Escola - rede estadual SP.pdf",1265,"Digital",61,"Ciclo 2"
47860,"1548757524-Testes Plataforma Coruja _07_10__Consolidado.pdf - evidência av. heurística.pdf",1265,"Digital",61,"Ciclo 2"
47861,"1548794726-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47864,"1548758007-dispersão_corujão_APR_TodasEscolas_2016 (1).pdf",1265,"Digital",61,"Ciclo 2"
47865,"1548703383-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47866,"1548794881-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47867,"1548684595-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47869,"1548689826-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47870,"1548684558-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47871,"1548073935-Número de escolas e alunos avaliados - MEC.pdf",1265,"Digital",61,"Ciclo 2"
47872,"1548758699-contato TI + acesso av demo.pdf",1265,"Digital",61,"Ciclo 2"
47876,"1548795645-USABILIDADE com links e imagem.pdf",1265,"Digital",61,"Ciclo 2"
47877,"1548757624-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47881,"1548794924-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47882,"1548795034-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47884,"1548797935-Coruja_MAT_PROF_5ANO.pdf",1265,"Digital",61,"Ciclo 2"
47885,"1548796465-Coruja_MAT_PROF_5ANO.pdf",1265,"Digital",61,"Ciclo 2"
47887,"1548795096-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47890,"1548691836-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47892,"1548703656-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47894,"1548693572-USABILIDADE com links e imagem.pdf",1265,"Digital",61,"Ciclo 2"
47901,"1548693358-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47904,"1548703510-Guia de Orientações Didáticas - Coruja 2019.pdf",1265,"Digital",61,"Ciclo 2"
47907,"1548073864-Número de escolas e alunos avaliados - MEC.pdf",1265,"Digital",61,"Ciclo 2"
47908,"1548754632-Atestado_Capacidade_Técnica_SCS.pdf",1265,"Digital",61,"Ciclo 2"
47909,"1548795288-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47910,"1548795230-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47913,"1548795526-USABILIDADE com links e imagem.pdf",1265,"Digital",61,"Ciclo 2"
47914,"1548761331-USABILIDADE com links e imagem.pdf",1265,"Digital",61,"Ciclo 2"
47915,"1548698891-RelatorioTurma__Fase 1_Cor_MAT.pdf",1265,"Digital",61,"Ciclo 2"
47916,"1548505142-Guia de Orientações Didáticas - Coruja 2019.pdf",1265,"Digital",61,"Ciclo 2"
47917,"1548792096-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47919,"1548795416-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47924,"1548505870-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47926,"1548073844-Número de escolas e alunos avaliados - MEC.pdf",1265,"Digital",61,"Ciclo 2"
47927,"1548759768-Atestado_Capacidade_Técnica_SCS.pdf",1265,"Digital",61,"Ciclo 2"
47928,"1548695073-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47935,"1548791059-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47939,"1548689993-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47941,"1548338085-Estudo resultados piloto Coruja XLS - Escolas estaduais SP.pdf",1265,"Digital",61,"Ciclo 2"
47943,"1548791803-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47944,"1548756239-Tutorial_Avaliacao_Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47946,"1548689888-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47947,"1548754119-dispersão_corujão_APR_TodasEscolas_2016 (1).pdf",1265,"Digital",61,"Ciclo 2"
47949,"1548696910-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47950,"1548792201-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47953,"1548696350-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47955,"1548792273-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47959,"1548795540-USABILIDADE com links e imagem.pdf",1265,"Digital",61,"Ciclo 2"
47964,"1548693198-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47966,"1548691646-Guia Orientações Didáticas com ISBN - Coruja.pdf",1265,"Digital",61,"Ciclo 2"
47972,"1548676838-Estudo estatístico - piloto Coruja Escola - rede estadual SP.pdf",1265,"Digital",61,"Ciclo 2"
52641,"1549284025-4.24.pdf",1464,"Digital",61,"Ciclo 2"
52642,"1549284795-5.11.pdf",1464,"Digital",61,"Ciclo 2"
52645,"1549286510-5.30.pdf",1464,"Digital",61,"Ciclo 2"
52646,"1549286799-5.42.pdf",1464,"Digital",61,"Ciclo 2"
52648,"1549286967-6.4.pdf",1464,"Digital",61,"Ciclo 2"
52649,"1549284177-4.34.pdf",1464,"Digital",61,"Ciclo 2"
52652,"1549287086-6.11.pdf",1464,"Digital",61,"Ciclo 2"
52655,"1549281024-Presenc?a A?rvore 2019.pdf",1464,"Digital",61,"Ciclo 2"
52656,"1549284118-4.30.pdf",1464,"Digital",61,"Ciclo 2"
52660,"1549286710-5.37.pdf",1464,"Digital",61,"Ciclo 2"
52661,"1549286449-5.27.pdf",1464,"Digital",61,"Ciclo 2"
52664,"1549286773-5.40.pdf",1464,"Digital",61,"Ciclo 2"
52667,"1549283974-4.20.pdf",1464,"Digital",61,"Ciclo 2"
52668,"1549286101-5.17.pdf",1464,"Digital",61,"Ciclo 2"
52669,"1549286978-6.6.pdf",1464,"Digital",61,"Ciclo 2"
52672,"1549284055-4.26.pdf",1464,"Digital",61,"Ciclo 2"
52674,"1549286928-6.2.pdf",1464,"Digital",61,"Ciclo 2"
52675,"1549283898-4.15.pdf",1464,"Digital",61,"Ciclo 2"
52676,"1549286174-5.21.pdf",1464,"Digital",61,"Ciclo 2"
52677,"1549286593-5.31.pdf",1464,"Digital",61,"Ciclo 2"
52678,"1549284006-4.23.pdf",1464,"Digital",61,"Ciclo 2"
52679,"1549284001-4.22.pdf",1464,"Digital",61,"Ciclo 2"
52680,"1549286437-5.26.pdf",1464,"Digital",61,"Ciclo 2"
52681,"1549284087-4.28.pdf",1464,"Digital",61,"Ciclo 2"
52683,"1549283601-4.5.pdf",1464,"Digital",61,"Ciclo 2"
52684,"1549286155-5.20.pdf",1464,"Digital",61,"Ciclo 2"
52685,"1549283735-4.10.pdf",1464,"Digital",61,"Ciclo 2"
52686,"1549286497-5.29.pdf",1464,"Digital",61,"Ciclo 2"
52689,"1549284122-4.31.pdf",1464,"Digital",61,"Ciclo 2"
52694,"1549284210-4.37.pdf",1464,"Digital",61,"Ciclo 2"
52695,"1549284206-4.36.pdf",1464,"Digital",61,"Ciclo 2"
52697,"1549284687-5.7.pdf",1464,"Digital",61,"Ciclo 2"
52699,"1549281039-Presenc?a A?rvore 2019.pdf",1464,"Digital",61,"Ciclo 2"
52700,"1549286216-5.23.pdf",1464,"Digital",61,"Ciclo 2"
52703,"1549286646-5.33.pdf",1464,"Digital",61,"Ciclo 2"
52704,"1549286064-5.15 (1).pdf",1464,"Digital",61,"Ciclo 2"
52706,"1549283738-4.11.pdf",1464,"Digital",61,"Ciclo 2"
52707,"1549284244-4.39.pdf",1464,"Digital",61,"Ciclo 2"
52708,"1549284029-4.25.pdf",1464,"Digital",61,"Ciclo 2"
52709,"1549283403-4.2.pdf",1464,"Digital",61,"Ciclo 2"
52712,"1549283950-4.19.pdf",1464,"Digital",61,"Ciclo 2"
52714,"1549283865-4.12.pdf",1464,"Digital",61,"Ciclo 2"
52715,"1549284248-4.40.pdf",1464,"Digital",61,"Ciclo 2"
52717,"1549281020-Presenc?a A?rvore 2019.pdf",1464,"Digital",61,"Ciclo 2"
52718,"1549286134-5.19.pdf",1464,"Digital",61,"Ciclo 2"
52723,"1549283946-4.18.pdf",1464,"Digital",61,"Ciclo 2"
52724,"1549286696-5.36.pdf",1464,"Digital",61,"Ciclo 2"
52725,"1549286087-5.16.pdf",1464,"Digital",61,"Ciclo 2"
52730,"1549284181-4.35.pdf",1464,"Digital",61,"Ciclo 2"
52731,"1549284722-5.9.pdf",1464,"Digital",61,"Ciclo 2"
52735,"1549286659-5.34.pdf",1464,"Digital",61,"Ciclo 2"
52738,"1549283701-4.9.pdf",1464,"Digital",61,"Ciclo 2"
52739,"1549284063-4.27.pdf",1464,"Digital",61,"Ciclo 2"
52741,"1549281029-Presenc?a A?rvore 2019.pdf",1464,"Digital",61,"Ciclo 2"
52742,"1549286787-5.41.pdf",1464,"Digital",61,"Ciclo 2"
52746,"1549287051-6.10.pdf",1464,"Digital",61,"Ciclo 2"
52747,"1549286611-5.32.pdf",1464,"Digital",61,"Ciclo 2"
52748,"1549286232-5.24.pdf",1464,"Digital",61,"Ciclo 2"
52749,"1549286115-5.18.pdf",1464,"Digital",61,"Ciclo 2"
52750,"1549281042-Presenc?a A?rvore 2019.pdf",1464,"Digital",61,"Ciclo 2"
52753,"1549284761-5.10.pdf",1464,"Digital",61,"Ciclo 2"
52755,"1549284827-5.12.pdf",1464,"Digital",61,"Ciclo 2"
52756,"1549286925-6.1.pdf",1464,"Digital",61,"Ciclo 2"
52757,"1549283346-4.1.pdf",1464,"Digital",61,"Ciclo 2"
52759,"1549287034-6.9.pdf",1464,"Digital",61,"Ciclo 2"
52761,"1549283663-4.7.pdf",1464,"Digital",61,"Ciclo 2"
52762,"1549284917-5.14.pdf",1464,"Digital",61,"Ciclo 2"
52763,"1549286246-5.25.pdf",1464,"Digital",61,"Ciclo 2"
52764,"1549283927-4.17.pdf",1464,"Digital",61,"Ciclo 2"
52765,"1549284090-4.29.pdf",1464,"Digital",61,"Ciclo 2"
52768,"1549283893-4.14.pdf",1464,"Digital",61,"Ciclo 2"
52770,"1549283422-4.3.pdf",1464,"Digital",61,"Ciclo 2"
52771,"1549286754-5.39_GUIA_DO_ALUNO.pdf",1464,"Digital",61,"Ciclo 2"
52772,"1549286672-5.35.pdf",1464,"Digital",61,"Ciclo 2"
52773,"1549284145-4.32.pdf",1464,"Digital",61,"Ciclo 2"
52775,"1549286944-6.3.pdf",1464,"Digital",61,"Ciclo 2"
52776,"1549284704-5.8.pdf",1464,"Digital",61,"Ciclo 2"
52778,"1549283923-4.16.pdf",1464,"Digital",61,"Ciclo 2"
52779,"1549281035-Presenc?a A?rvore 2019.pdf",1464,"Digital",61,"Ciclo 2"
52780,"1549286722-5.38.pdf",1464,"Digital",61,"Ciclo 2"
52781,"1549283870-4.13.pdf",1464,"Digital",61,"Ciclo 2"
52783,"1549284865-5.13.pdf",1464,"Digital",61,"Ciclo 2"
52785,"1549287021-6.8.pdf",1464,"Digital",61,"Ciclo 2"
52787,"1549283659-4.6.pdf",1464,"Digital",61,"Ciclo 2"
52788,"1549283498-4.4.pdf",1464,"Digital",61,"Ciclo 2"
52790,"1549286991-6.7.pdf",1464,"Digital",61,"Ciclo 2"
52798,"1549284151-4.33.pdf",1464,"Digital",61,"Ciclo 2"
52802,"1549286969-6.5.pdf",1464,"Digital",61,"Ciclo 2"
52804,"1549283979-4.21.pdf",1464,"Digital",61,"Ciclo 2"
52805,"1549286471-5.28.pdf",1464,"Digital",61,"Ciclo 2"
52808,"1549284240-4.38.pdf",1464,"Digital",61,"Ciclo 2"
52814,"1549286198-5.22.pdf",1464,"Digital",61,"Ciclo 2"
52818,"1549283697-4.8.pdf",1464,"Digital",61,"Ciclo 2"
52819,"1549284604-5.6.pdf",1464,"Digital",61,"Ciclo 2"
52820,"1549284554-5.3.pdf",1464,"Digital",61,"Ciclo 2"
52821,"1549284588-5.5.pdf",1464,"Digital",61,"Ciclo 2"
52822,"1549284485-5.1.pdf",1464,"Digital",61,"Ciclo 2"
52823,"1549284570-5.4.pdf",1464,"Digital",61,"Ciclo 2"
52824,"1549284532-5.2.pdf",1464,"Digital",61,"Ciclo 2"
82494,"1549067687-Guia de orientac?o?es Dida?ticas.pdf",2990,"Digital",61,"Ciclo 2"
82498,"1549077919-IP.TV Critérios de Acessibilidade.pdf",2990,"Digital",61,"Ciclo 2"
82500,"1549076488-IP.TV Assistente de Instalação.pdf",2990,"Digital",61,"Ciclo 2"
82503,"1549066753-Guia de orientac?o?es Dida?ticas.pdf",2990,"Digital",61,"Ciclo 2"
82509,"1549077945-IP.TV Critérios de Acessibilidade.pdf",2990,"Digital",61,"Ciclo 2"
82518,"1549072597-Resultados AM e BA.pdf",2990,"Digital",61,"Ciclo 2"
82525,"1549077908-IP.TV Critérios de Acessibilidade.pdf",2990,"Digital",61,"Ciclo 2"
82528,"1549072620-Resultados AM e BA.pdf",2990,"Digital",61,"Ciclo 2"
82531,"1549077388-IP.TV Critérios de Acessibilidade.pdf",2990,"Digital",61,"Ciclo 2"
82532,"1549077952-IP.TV Critérios de Acessibilidade.pdf",2990,"Digital",61,"Ciclo 2"
82536,"1549067929-Guia de orientac?o?es Dida?ticas.pdf",2990,"Digital",61,"Ciclo 2"
82540,"1549067294-Funcionalidades IP.TV-Mano.pdf",2990,"Digital",61,"Ciclo 2"
82542,"1549055652-Guia da plataforma IPTV_MANO.pdf",2990,"Digital",61,"Ciclo 2"
