Cód. Critério,Cód. Evidência,Cód. Avaliador,Avaliação consolidadora?,Avaliação da Evidência,Evidência,Cód. Tecnologia,Tipo de Tecnologia,Cód. Ciclo,Ciclo,Cód. Item Edital,Critério,Dimensão
65,46268,1441,S,A - Adequado,1528379791-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1207,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,46662,236,N,I - Inadequado,1528379061-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1209,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,55154,1721,N,A - Adequado,1530897900-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1625,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,37334,142,N,P - Parcialmente adequado,1527287093-Relatorio_Piloto_Certi.pdf,943,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,26698,981,N,I - Inadequado,1526432341-Documento2.3.3.pdf,627,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,36809,203,S,I - Inadequado,1527284526-evidencia_MEC_COEDE.pdf,941,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,65075,203,N,P - Parcialmente adequado,1534374113-Atestado - Accenture.pdf,2304,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,52011,981,N,A - Adequado,1531933891-Arquivo 4 - Criterios tecnologicos - usabilidade.pdf,1384,Física,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,33463,202,N,P - Parcialmente adequado,1527258970-Declaração de testes de usabilidade.pdf,907,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,44964,203,N,A - Adequado,1528229610-TOLERA?NCIA A FALHAS_ ESTUDOS PARA REALIZAC?A?O DE CORREC?O?ES E MELHORIAS.pdf,1164,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,36809,236,N,I - Inadequado,1527284526-evidencia_MEC_COEDE.pdf,941,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,44410,1721,S,I - Inadequado,1528322737-Requisitos técnicos mínimos para acessar a plataforma.pdf,1125,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,49973,522,N,A - Adequado,1528411539-Avaliação Tecnológica.pdf,1332,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,49861,1721,N,A - Adequado,1528407173-TEC_233_B.pdf,1331,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,49861,236,N,P - Parcialmente adequado,1528407173-TEC_233_B.pdf,1331,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,33627,1423,N,A - Adequado,1527273506-Play Testes.pdf,924,Física,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,55373,1721,N,A - Adequado,1530886289-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1644,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,55373,1441,S,A - Adequado,1530886289-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1644,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,44964,1582,N,A - Adequado,1528229610-TOLERA?NCIA A FALHAS_ ESTUDOS PARA REALIZAC?A?O DE CORREC?O?ES E MELHORIAS.pdf,1164,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,45685,1721,N,A - Adequado,1528379678-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1204,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,45509,236,N,A - Adequado,1528226249-2.3.3 TTOLERANCIA A FALHAS - B.pdf,1184,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,49973,1721,S,P - Parcialmente adequado,1528411539-Avaliação Tecnológica.pdf,1332,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,52011,434,N,A - Adequado,1531933891-Arquivo 4 - Criterios tecnologicos - usabilidade.pdf,1384,Física,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,44410,402,N,P - Parcialmente adequado,1528322737-Requisitos técnicos mínimos para acessar a plataforma.pdf,1125,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,46268,236,N,A - Adequado,1528379791-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1207,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
65,46662,1662,S,I - Inadequado,1528379061-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1209,Digital,1,Ciclo 1,2.3.3.b,Informar se foram desenvolvidos estudos para ident...,Tecnológica
66,33426,142,N,I - Inadequado,1527270950-Declaração sobre instalação.pdf,907,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,41155,142,N,A - Adequado,1527884941-2.6.2 Instalabilidade típicas de implantação.pdf,1025,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,49603,981,N,A - Adequado,1529073793-2.6.2 - Instabilidade.pdf,1330,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,41155,149,N,P - Parcialmente adequado,1527884941-2.6.2 Instalabilidade típicas de implantação.pdf,1025,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,33638,1423,N,A - Adequado,1527274614-Material de Suporte da Tecnologia Educacional - Guia do Usuário.pdf,924,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,28036,1582,N,A - Adequado,1528380366-T33 - Instalação.pdf,684,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48111,236,N,I - Inadequado,1528375484-Evidência 34.pdf,1284,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,44485,402,N,A - Adequado,1528324040-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,49603,228,N,A - Adequado,1529073793-2.6.2 - Instabilidade.pdf,1330,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,49603,402,N,P - Parcialmente adequado,1529073793-2.6.2 - Instabilidade.pdf,1330,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42393,1582,N,A - Adequado,1527859949-Manual Flui.pdf,1084,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,41155,228,S,P - Parcialmente adequado,1527884941-2.6.2 Instalabilidade típicas de implantação.pdf,1025,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,33426,236,S,I - Inadequado,1527270950-Declaração sobre instalação.pdf,907,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,64904,149,N,A - Adequado,1534451834-06.Manual de utilização do Sistema de Avaliação Laplace.pdf,2304,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48601,402,N,I - Inadequado,1528418260-Apresentação i-Educar e soluções integradas Portabilis.pdf,1325,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42714,1582,N,A - Adequado,1527867762-Cartilha Zero a quatro_v2.pdf,1086,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,44485,236,N,I - Inadequado,1528324040-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,64557,202,N,A - Adequado,1534266920-2.6.2ab.pdf,2264,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48357,1582,S,A - Adequado,1528422586-4.Crite?rios Tecnolo?gicos.pdf,1304,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,51950,434,N,A - Adequado,1531934911-Arquivo 11 - Formação Vivian Marçal.pdf,1384,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,54557,981,N,A - Adequado,1534534097-criterio-tecnologico-2.6.2-a.pdf,1604,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,51950,981,N,A - Adequado,1531934911-Arquivo 11 - Formação Vivian Marçal.pdf,1384,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,59551,434,N,I - Inadequado,1534524725-4-adaptação tecnologia.pdf,1924,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,49603,434,N,A - Adequado,1529073793-2.6.2 - Instabilidade.pdf,1330,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,67670,434,S,P - Parcialmente adequado,1534547388-Guia de Orientações Didáticas VcMaker.pdf,2464,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,64557,236,S,A - Adequado,1534266920-2.6.2ab.pdf,2264,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,50027,402,N,A - Adequado,1528406257-Guia de Orientações Didáticas Aprimora.pdf,1332,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,67670,402,N,P - Parcialmente adequado,1534547388-Guia de Orientações Didáticas VcMaker.pdf,2464,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,66840,1441,N,A - Adequado,1534518284-Manual - Fluência de Leitura_17082018.pdf,2426,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,41155,1721,N,A - Adequado,1527884941-2.6.2 Instalabilidade típicas de implantação.pdf,1025,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,44485,1721,S,A - Adequado,1528324040-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,33426,202,N,P - Parcialmente adequado,1527270950-Declaração sobre instalação.pdf,907,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,50027,1721,S,I - Inadequado,1528406257-Guia de Orientações Didáticas Aprimora.pdf,1332,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48601,1582,S,I - Inadequado,1528418260-Apresentação i-Educar e soluções integradas Portabilis.pdf,1325,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,49603,203,S,A - Adequado,1529073793-2.6.2 - Instabilidade.pdf,1330,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,64904,1441,S,A - Adequado,1534451834-06.Manual de utilização do Sistema de Avaliação Laplace.pdf,2304,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42483,203,N,A - Adequado,1527863705-Manual Ilhas do Alfabeto.pdf,1085,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,32066,228,N,A - Adequado,1527100031-guia_conecturma_specs.pdf,864,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,43064,441,N,I - Inadequado,1527871066-Manual Tabuada na Fazenda - vs. 28_07_2017.pdf,1104,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,59772,1662,N,A - Adequado,1534543228-4-adaptação tecnologia - EF2.pdf,1944,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,67670,236,N,I - Inadequado,1534547388-Guia de Orientações Didáticas VcMaker.pdf,2464,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,37202,402,S,P - Parcialmente adequado,1527287908-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48111,1582,N,A - Adequado,1528375484-Evidência 34.pdf,1284,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48111,1582,N,A - Adequado,1528375484-Evidência 34.pdf,1284,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42393,981,N,I - Inadequado,1527859949-Manual Flui.pdf,1084,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48357,441,N,A - Adequado,1528422586-4.Crite?rios Tecnolo?gicos.pdf,1304,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48357,203,N,A - Adequado,1528422586-4.Crite?rios Tecnolo?gicos.pdf,1304,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,43064,434,S,I - Inadequado,1527871066-Manual Tabuada na Fazenda - vs. 28_07_2017.pdf,1104,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,31853,228,N,A - Adequado,1528416050-17 Critérios tecnológicos - Fator 2_6_2 Instalabilidade.pdf,844,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42714,202,S,P - Parcialmente adequado,1527867762-Cartilha Zero a quatro_v2.pdf,1086,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,59772,434,N,I - Inadequado,1534543228-4-adaptação tecnologia - EF2.pdf,1944,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,32066,1441,N,A - Adequado,1527100031-guia_conecturma_specs.pdf,864,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,54557,236,S,A - Adequado,1534534097-criterio-tecnologico-2.6.2-a.pdf,1604,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,54557,1582,N,A - Adequado,1534534097-criterio-tecnologico-2.6.2-a.pdf,1604,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,64557,402,N,P - Parcialmente adequado,1534266920-2.6.2ab.pdf,2264,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42714,441,N,A - Adequado,1527867762-Cartilha Zero a quatro_v2.pdf,1086,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42393,402,N,A - Adequado,1527859949-Manual Flui.pdf,1084,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,38323,1423,N,A - Adequado,1527290889-Material de Suporte da Tecnologia Educacional - Guia do Usuário.pdf,967,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42393,1721,S,A - Adequado,1527859949-Manual Flui.pdf,1084,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,32066,202,S,A - Adequado,1527100031-guia_conecturma_specs.pdf,864,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42483,1721,S,A - Adequado,1527863705-Manual Ilhas do Alfabeto.pdf,1085,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,54557,1721,N,A - Adequado,1534534097-criterio-tecnologico-2.6.2-a.pdf,1604,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,49603,1721,N,A - Adequado,1529073793-2.6.2 - Instabilidade.pdf,1330,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,50027,142,N,I - Inadequado,1528406257-Guia de Orientações Didáticas Aprimora.pdf,1332,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,32066,1582,N,A - Adequado,1527100031-guia_conecturma_specs.pdf,864,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,50819,1582,N,A - Adequado,1528418600-3824.PDF,1346,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,37202,142,N,P - Parcialmente adequado,1527287908-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,66840,228,N,A - Adequado,1534518284-Manual - Fluência de Leitura_17082018.pdf,2426,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,50819,1662,S,A - Adequado,1528418600-3824.PDF,1346,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,59551,1662,N,A - Adequado,1534524725-4-adaptação tecnologia.pdf,1924,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,36842,202,N,I - Inadequado,1527284980-evidencia_MEC_COEDE.pdf,941,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,64904,203,N,A - Adequado,1534451834-06.Manual de utilização do Sistema de Avaliação Laplace.pdf,2304,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,31853,1582,S,A - Adequado,1528416050-17 Critérios tecnológicos - Fator 2_6_2 Instalabilidade.pdf,844,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,50027,522,N,I - Inadequado,1528406257-Guia de Orientações Didáticas Aprimora.pdf,1332,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42483,441,N,A - Adequado,1527863705-Manual Ilhas do Alfabeto.pdf,1085,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,66840,1582,N,A - Adequado,1534518284-Manual - Fluência de Leitura_17082018.pdf,2426,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,37054,1423,N,A - Adequado,1527285493-Material de Suporte da Tecnologia Educacional - Guia do Usuário.pdf,942,Física,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,42714,236,N,P - Parcialmente adequado,1527867762-Cartilha Zero a quatro_v2.pdf,1086,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,67670,1721,N,I - Inadequado,1534547388-Guia de Orientações Didáticas VcMaker.pdf,2464,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,50819,142,N,I - Inadequado,1528418600-3824.PDF,1346,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,66880,202,N,P - Parcialmente adequado,1534531737-Atestado - Itapetininga.pdf,2444,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,66880,1721,S,P - Parcialmente adequado,1534531737-Atestado - Itapetininga.pdf,2444,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,54557,1441,N,A - Adequado,1534534097-criterio-tecnologico-2.6.2-a.pdf,1604,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48111,434,S,P - Parcialmente adequado,1528375484-Evidência 34.pdf,1284,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,31853,142,N,P - Parcialmente adequado,1528416050-17 Critérios tecnológicos - Fator 2_6_2 Instalabilidade.pdf,844,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,66840,981,N,A - Adequado,1534518284-Manual - Fluência de Leitura_17082018.pdf,2426,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,66840,202,N,I - Inadequado,1534518284-Manual - Fluência de Leitura_17082018.pdf,2426,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,66880,1441,N,P - Parcialmente adequado,1534531737-Atestado - Itapetininga.pdf,2444,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,43064,228,N,P - Parcialmente adequado,1527871066-Manual Tabuada na Fazenda - vs. 28_07_2017.pdf,1104,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,36842,203,S,A - Adequado,1527284980-evidencia_MEC_COEDE.pdf,941,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,36842,236,N,A - Adequado,1527284980-evidencia_MEC_COEDE.pdf,941,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,50819,1441,N,A - Adequado,1528418600-3824.PDF,1346,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,37202,1582,N,P - Parcialmente adequado,1527287908-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,64904,228,N,A - Adequado,1534451834-06.Manual de utilização do Sistema de Avaliação Laplace.pdf,2304,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,66840,203,S,A - Adequado,1534518284-Manual - Fluência de Leitura_17082018.pdf,2426,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
66,48601,142,N,I - Inadequado,1528418260-Apresentação i-Educar e soluções integradas Portabilis.pdf,1325,Digital,1,Ciclo 1,2.6.2.b,Informar quão difícil é instalar a tecnologia no a...,Tecnológica
67,66569,202,N,I - Inadequado,1534527282-Relatório de Evidências - Educandus LiterArte  - Disponibilidade Final.pdf,2425,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,45440,981,N,I - Inadequado,1528226374-2.3.4 Recuperabilidade - A.pdf,1184,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,49737,1721,N,P - Parcialmente adequado,1528407187-TEC_234_A.pdf,1331,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,55188,236,S,A - Adequado,1530898025-Relatório de Evidências - Educandus Portal Português - Disponibilidade e Recuperabilidade Final.pdf,1625,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,48245,1582,S,A - Adequado,1528422494-4.Crite?rios Tecnolo?gicos.pdf,1304,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,46306,1441,S,A - Adequado,1528373457-Relatório de Evidências - Portal Educandus - Disponibilidade e Recuperabilidade.pdf,1207,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,50067,402,N,P - Parcialmente adequado,1528405805-Canal Ajuda.pdf,1332,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,55420,1721,N,P - Parcialmente adequado,1530886617-Relatório de Evidências - Educandus Portal Português - Disponibilidade e Recuperabilidade Final.pdf,1644,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,42383,981,N,I - Inadequado,1527858670-2.3.4 Recuperabilidade - a.pdf,1084,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,45440,142,N,P - Parcialmente adequado,1528226374-2.3.4 Recuperabilidade - A.pdf,1184,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,42383,1582,N,I - Inadequado,1527858670-2.3.4 Recuperabilidade - a.pdf,1084,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,50067,142,N,P - Parcialmente adequado,1528405805-Canal Ajuda.pdf,1332,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,55188,441,N,A - Adequado,1530898025-Relatório de Evidências - Educandus Portal Português - Disponibilidade e Recuperabilidade Final.pdf,1625,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,51010,228,S,A - Adequado,1528421987-recuperar senha.pdf,1347,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,42422,1721,S,P - Parcialmente adequado,1527862913-2.3.4 Recuperabilidade - a.pdf,1085,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,42383,402,N,P - Parcialmente adequado,1527858670-2.3.4 Recuperabilidade - a.pdf,1084,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,47509,202,N,I - Inadequado,1528384267-1.pdf,1246,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,67246,236,S,A - Adequado,1534529067-Fator 2.3.4_Recuperabilidade.pdf,2445,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
67,49642,402,N,A - Adequado,1529072737-2.3.4 - Recuperabilidade.pdf,1330,Digital,1,Ciclo 1,2.3.4.a,"Descrever se em caso de falhas, existem funcionali...",Tecnológica
